concept;turkic;iranian
warm;ʒɨlɜ / ʒɪłłɜ / ʒɪlɜ / ʒɪlɜ / ʒɪllɜ / ʒɨłɜ / ʃɨłɜ / ʒɨllɨ / ʒɨllɨ / ʒɨllɨ / ʒɨllɨ / ʤɨlʊː / ʤɨlʊː / ʤɨlʊː / ʤɪlʊː / ʤɨlʊː / ʤɨlʊː / ʤɨlʊː / ʤɨlʊː / ʤɨlʊː / ʤɪlʊː / ʤɪlʊː / ʤɪlʊː / ʤɨlʊː / ʤɨlʊː / issə / ʒɪllɜ / ʒɪllɜ / issə / ʒɨllɨ / ʒɨllɨ / ʒɨllɨ / ʒɪllɨ / ʒɪllɨ / ʒɪllɨ / ʒɪllɨ / issə / issə / ʤɨllɨ / issəq / issiq / illɜq / illɜq / issɪq / illəq / issəq / issəq / issiq / iləq / ;garm / garm / garm / garm / garm / garəm / garm̩ / garm / garəm / garəm / garm / garm / garm / garm / garm̩ / garm / garm / garm / garm / garm̩ / garm / garm / garm / garmo / garəm / garm / garm / garm / garm / garm / garm / garm / garm / garm / ɣarm / ɣarm / ɣarm / ɣarm /  / 
cold;suːq / suːq / suːq / suːq / mozdæj / suwuq / suːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / muzdaq / muzdaq / sʊːq / sʊːk / sʊːk / sʊːk / sʊːk / muzdaq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːq / sʊːk / sʊːq / sʊːq / sɔβuk / sɔβʊk / sɔβʊq / sɔβʊq / sɔwʊq / sɒwʊq / sɔwʊq / sɔwʊq / sɔβuk / sɔβuk / ;xʊnuk / xunuk / xunuk / xunuk / xənuk / xenɛk / xunuk / xənək / xʊnuk / xanko / xunuk / xunuk / xunuk / xunuk / xunuk / xənək / xənək / xunuk / xunuk / xənʊk / xʊnʊk / xənək / xunyk / xunuk / xunyk / xənuk / xənʊk / xʉnʉk / xənʊk / xənək / xənyk / xənyk / xunuk / xunuk / xʊnʊk / xʊnʊk / xʊnʊk / xʊnʊk /  / 
full;tɔləq / tɔlɜ / tɔlɜq / toləq / tɔlɜq / tɔlɜ / tɔlq / tɔlɜ / tɔlq / tɔlɜq / tɔlɜq / tɔlʊq / tɔlʊq / tɔlʊq / tɔltʊra / tɔltʊra / tɔlʊq / tɔltʊra / tɔlʊq / tɔlʊq / tɔləq / tɔldɜr / bardɐdɐ / tɔlʊq / tɔltʊra / tɔlɜq / tɔlɜq / tɔlɜq / tɔlɜ / tɔlɜʔ / tɔlɜq / tɔlɜq / tɔlɜ / tɔlɜq / tɔlɜq / tɔlɜ / tɔlɜ / tɔlɜ / tɔlɜ / tʉla / tɔla / tɔlɐ / tɔldər / tʊla / tʉla / tʉlɜq / tʊlɜq /  / tʉlə / ;pʉrrak / pʊrra / pʊr / pʊrrak / pur / pør / pur / pər / pɨr / pr̩ / purrɐ / purra / pur / pur / pur / pr̩ / pr̩ /  / pur / pr̩ / pur / pərɐ / pyrə / pør / pyr / pr̩ / pr̩ / pr̩ / pʊr / pərra / pr̩ / pr̩ / pur / pur / pʊn / pʊn / pʊn / pʊn /  / 
new;ʒʲaŋa / ʒʲaŋa / ʒaŋa / ʒaŋa / ʒaŋa / ʒaŋa / tazɜ / taza / taza / ʒaŋa / ʒaŋa / ʤaŋɐ / ʤaŋɐ / ʤaŋɐ / ʤaŋə / ʤaŋə / ʤaŋɨ / ʤaŋə / ʤaŋɐ / ʤaŋɨ / ʤaŋa / ʤaŋa / ʤaŋa / ʤaŋa / ʤaŋɐ / taza / taza / taza / ʒaŋa / ʒaŋa / ʒaŋa / ʒaŋa / taza / taza / taza / taza / taza / taza / taza / jaŋi / jaŋi / jaŋʲɪ / jaŋɪ / jaŋɪ / jaŋɪ / jaŋe / jaŋe / jaŋi / jaŋi / ;naw / naw / naɔ / naɔ / naɔ / nau / nɔv / naw / naw / naw / nav / nav / nav / naw / naw / naw / naw / naw / naw / naw / naw / naw / naw / naw / naw / naw / nav / nav / naw / nav / naw / naw / naw / naw / naw / nava / nava / nava /  / 
old;kwønʲɪ / kønʲɪ / kwønʲɪ / kønʲɪ / kwʊnʲe / kwønʲe / jeskɪ / kʊnʲɪ / gunʲe / jɪskə / kwønʲe / qarɨ / jɪskɪ / jɪskɪ / jɪskʲɪ / jɛskɪ / jɛskʲe / jɛskɪ / jɪskɪ / eskɪ / jɛskʲɪ / jɛskʲɪ / ɛskɪ / ɪskɪ / jeskʲe / gʊnʲe / jiskʲe / gʊnʲɪ / køne / gwʊnʲɪ / kwʊnʲɪ / jeskɨ / gʊnʲɪ / gʊnʲɪ / gønʲɪ / gønʲɪ / gʊne / gʊnʲe / jiskʲə / eski / ɛski / ɛskʲɪ / ɛskʲɪ / kəhna / jeskɪ / jɪskɪ / jɪskɪ / ɪski / ɪski / ;kʉhna / køhna / køhna / køhna / køhna / køhna / kuhna / køhna / køhna / kəhna / kuhna / kuhna / kuhna / kuhna / kuhna / kəhna / kəhna / kʉna / kʉjna / kəhna / kʊhna / kəhnɐ / kuhna / kuhna / kuhna / kʉhna / kʉna / kʉhna / kʉhna / kʉna / kʉhna / kʉhna / kʉhna / kʉjna / kuhna / kʉhna / kuhna / kuhna /  / 
good;Zaxsə / Zaxsə / Zaxsə / Zaxsə / Zaxsə / Zaxsə / Zaxsə / Zaxs1 / Zaxs1 / Zaxs1 / Zaxs1 / dZaqS1 / dZaqS1 / dZaqS1 / dZaqS1 / dZaqS1 / dZaqS1 / dZaqSI / dZaqS1 / dZaqS1 / dZaqS1 / dZaqSI / dZaxSI / dZaxS1 / dZaqS1 / Zaxs1 / Zaxs1 / Zaxs1 / jaxs1 / Zaxs1 / Zaxs1 / Zaxs1 / Zaxs3 / Zaxs1 / Zaxs1 / Zaxs1 / jaxS1 / jaxS1 / jaxS1 / jaxSI / jaxS1 / jaxSə / jaxSə / jaxSI / jaxSə / jaxSə / jaxSI / jaxSI / jaxSI / ;xub_0 / naGz / naGz / naGz̥ / naGz / naGəz / naGz / naGz / naGz / naGz / xub_0 / xUb_0 / xUb_0 / naGz̥ / naGz / xUb_0 / xUp / sara / sara / naGz / naGz / xUb / naGz / naGz / naGz / naGz / naGz / naGz / naGz / naGz / naGz / naGz / naGz / naGz / naGz / xUSrU: / xUp / xUrSU: /  / 
bad;ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʤaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒaman / ʒ˳aman / ʒaman / ʤaman / ʤaman / ʤaman / jɔmɔn / jɔmɔn / jɔmɔn / jɔmɔn / jɔmɔn / jɔmɔn / jɔmɔn / jɔmɔn / jɔmɔn / jɔmɔ̃n / ;bad̥ / bad / ganda / ganda / ganda / ganda / ganda / ganda / ganda / ganda / bad̥ / ganda / bezeb / ganda / bad / ganda / ganda / ganda / ganda / ganda / ganda / ganda / ganda / gændæ / ganda / ganda / ganda / ganda / ganda / ganda / bad̥ / ganda / ganda / ganda / ganda / bekora / ganda / ganda /  / 
rotten;ʃirigin / ʃirigin / ʃirigin / ʃirik / ʃirigin / rɨndigin /  / ʃɪrɪk / ʃɪrɪk / ʃɪrk / ʃɪrɪk / ʧirik / ʧirik / ʧirik / ʧirik / ʧirik / ʧirik / ʧirik / ʧirik / ʧirik / ʧɪrɪk / ʧirik / ʧɪrɪk /  / ʧirik / ʃɪrɪk / ʃɪrɪk / saːsɨq / ʃɪrɪk / ʃɪrɪk / ʃɪrɪk / ʃɪrɨk / ʃɪrɪk / ʃɪrɪk / ʃɪrɪk / ʃɪrɪk / ʧɪrɪk / ʧɪrɪk / ʃɪrɪk / ʧirigan / ʧirigan / ʧirigan / aʧigan / ʧɪrɪk / ʧɪrɪɣan / ʧɪrɪɣan / ʧɪrɪgan / ʧirigan / jarɔqsɪz̥ / ;pusida / pusidagi / pəsidagi /  / pusida / psidagi / psidagi /  / psidas / psidagi / pusidagi / pusidagi / pusidagi / buginik / pusida / pusidagi / pusidagi / ganda /  / pusida / buj / pusidagi / posidagi / tɔsidagi / tɔsdagɪ /  /  / pəsidagi / pusidagi / ganda / pʉsidan /  / pʉsidagi / pʉsdagi / vajruna / putagi / xʊma / pʊtax /  / 
dirty;łas / las / łas / kʉr / kʉr / las / kʉr / patas / kər / kər / kər / gɪr / gɪr / bulɣanɨʧkɐ / kir̯ / kir / gir / tazaɛmes / gɪr / gɪr / kʲir / kʲir / iflas / iflas / gɪr / patas / kər / patas / patas / patas / patas / patas / kər / kɨr / patas / patas / kər / patas / kər̯ / iflɔs / iflɒs / iflɔs / iflɔs / ʧɪrkin / ɪflɔs / ɪflɔs / ɪflɒs / kir / kɨr / ;ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧərk / ʧurk / ʧørk / iflɔs / ʧr̩k / ɣaʤ / ɣaʤ / iflɔs / ɣaʒd / ɣaʒd / ɣajʤ / ɣajʤ / raswɔ / ʧirkin / ɣaʒd / ʤazir / ɣaʒd / ʧirkin / harɔm / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin / ʧirkin /  / 
straight;tɨzɨł / tuɣrə / tuɣrə / tɪk / tuɣrə / turə /  / tuːrɨ / døzʊ / tuːrɐ / tuːrɨ / tyz̥ / tyz̥ / tyz̥ / tʉz̥ / tyz̥ / tyz̥ / tyz̥ / tyz̥ / tyz̥ / tuːra / tuːra / tuːrə / tuːra / tyz̥ / døzʊː / tuːrə / tuːrə / tʊrɨ / tuːra / tuːrɐ / turɨ / tuːrə / tuːrə / tuːrə / tuːrə / tuːrɐ / tuːrɨ / tuːrə / tʉɣrɪ / tʊɣrɪ / tʊɣrɨ / tʊɣrɨ / tɔɣrɨ / tɔɣrə / tʊɣrə / tʊɣrə / tʉɣri / tʉɣrə / ;tuɣri / rɔst / rɔst / tuɣri / tyɣri / tʊɣri / tuɣri / tuɣri / tɔɣri / tuɣri / rɔst / rɔsti / rɔst / rɔstaki / rɔst / rɔst / rɔst / tʉɣri / rɔs / rɔstaki / rɔst / rɔstaki / tuɣrə / tuɣrə / tuɣrə / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / tʉɣri / tuɣri / ald / ald̥ / ald̥ /  / 
round;domalɒq / døŋelɛk / dʊmalaq / døŋɪlɪk / døŋelɛk / dɔmalaq / dʊmalaq / døŋelek / døŋelek / dɔmalaq / døŋølʲɛk / tɔgɔlɔk / tegerɛk / tɔgɔlɔk / tegerɛk / tɔgɔlɔq / tegerɛk / tegerɛk / tegerɛk / tegerɛk / tɔgɔlɔk / tʊmalaq / ajlana /  / tɔgɔlɔk / døŋølʲek / dɔmalaq / døŋøløk / domalaq / dʊmalaq / tʊmalaq / dʊmalaq / dʊŋølʲek / dʊmalak / døŋølʲøk / døŋølʲøk / dɔmalaq / ajlanʊ / døŋelɛk / ajlana / tʊmalak / tʊmalɔq / tʊmalaq / ajlana / ajlana / ajlana / ajlana / dumaloχ / ajlana / ;lʉnda / lynda / lønda /  / lønda / kulula / dojra / kəlula / kulula / kulula / gird̥ / gird / gird / gird / gird / gird / gr̩d / gɨrda / girda / gird / gird / gr̩d / kulula / klula / kylylə / lʉnda / kulula / lʉnda / davra / gird / daβra / lʉnda / girda / girda / gird / girdak / lunda / gird /  / 
sharp;ahʃə / ʉtkər / wøtkər / wøtkər / wøtkər / wøtkər / wøtkər / wøtkɨr / wøtkɨr / wøtkɨr / wøtkɨr / ʉtkɨr / qurʧ / qurʧ / qurʧ / qurʧ / qurʧ / qurʧ / qurʧ / qurʧ / øtkɨr / øtkɨr / øtkʉr / øtkɨr / qurʧ / wʉtkɨr / wʉtkɨr / wʉtkɨr / wøtkɨr / wøtkɨr / wøtkɨr / wøtkɨr / wʊtkər / wʉtkər / wʉtkər / wʉtkər / wʉtkər / wʉtkər / wʉtkər /  / ʉtkɪr / ʉtkɨr / ʉtkɪr / ʉtkɪr / wʉtkʊr / ʉtkər / ʉtkər / tʲɪz / ʉtkir / ;tʲez / tʲes / tez̥ / tes /  / tez / tez / tez / tez / tez̥ / tez / tez / tez / tez / tez / tez / tez / tʲɪz̥ / tʲez̥ / tez / tez / tez / tʲez̥ / tez̥ / tʲez̥ / tɪz̥ / tez / tez / tɪz / tʲɪz / tɪz / tɪz̥ / tez / tez̥ / tez / tez / tʲez̥ / tez /  / 
dull;wøtkərjɪmɪz̥ / wʉtpɪs / wøtpɪs / wøtpɪdə / awʃ / wøtpɪdə / awʃ / wøtpitən / wøtpide / wøtpitən / tɔpɜr / mɔqɔq / øtpøs / mɔqɔq / mɔqɔq / mɔqɔq / mɔqɔq / mɔqɔq / mɔqɔq / mɔqɔq / øtmøs / øtpøs / øtpøs /  / mɔqɔq / wʉtpɪs / wʉtpɪs / wʉtpɪs / tɔpɨr / tɔpas / wøtmɪs / wøtpɪs / tɔpər / wʊtpɪt / tɔpas / wʉtpɪs / wʉtmes / wʉtmes / wʉtmes /  / ʉtmas / ʉtmas / ʉtmas / ʉtmas / wʉtmas / wʉtmas / wʉtmas / kund̥ / ʉtmas / ;kund / nɔtʲes / kund̥ / kund /  / kønd̥ / kund / khʊnd / kønd / kn̩d / kund̥ / kundala / kund / kund̥ / kund / kʊnd̥ / kʉnd / kund̥ / kund̥ / kʊnd / kʊnd / kənd / kund̥ / kund / kynd̥ / kʉnd̥ / kʉnd̥ / kʉnd̥ / kʊnd̥ / kʉnd̥ / kʉnd̥ / kʉnd̥ / kund̥ / kund̥ / kʊnt / kunt / kʊnd / kʊnt /  / 
smooth;tʲegɪs / tʲegis / tʲɪgɪs / tʲegɪs / ʒʉmsaq / tʲegɪs / tajraq / tʲegiz̥ / tʲegiz̥ / tʲegiz̥ / tʲegiz̥ / tegiz̥ / tegiz̥ / tegiz̥ / ʤilma / ʤalpaq / ʤilma / tegiz̥ / tegiz̥ / ʤilma / tegɪs / ʒumʃak / tʲekɪs /  / ʤilma / tʲegiz̥ / tʲegiz̥ / tʲegiz̥ / tʲeks / tʲegɪz̥ / tʲegiz̥ / tʲegiz̥ / ʒʊmsaq / ʒʊmsaq / tʲegiz̥ / tʲegɪz̥ / tʲeks / tʲeks / tʲegiz̥ /  / silləq / tiks /  / tekɪs / sillɜq / sillɜq / sillɜq / silləq / silləq / ;sʉfta / siłłɪq / silliq /  /  / tɛkkəz / silləq / tikkəz̥ / tɛks / tɛkkəz̥ / rʒ ̩d / rʒ ̩d / rʒ ̩d / rʒ ̩d / rʊʒd / rʒ ̩d / rʒ ̩d /  / tiks /  / rɪʒd / rʒ ̩d / tikkiz̥ / tekkiz̥ / sɪłłəq / hamvɔr / hamvɔr / hamvɔr / sillɛq / hamvɔr / hamvɔr / hamvɔr /  / silləq / hamvɔr / havɔrak / hamvɔr / hamvɔr /  / 
wet;sulə / nam / lal / ɨlɣaw / læm / ɨlɣał /  / ɨlɣal / ɨlɣal / ɨlɣal / ɨlɣal / nɨm / nɨm / nɨm / nɨmduː / suː / suː / nɨm / suː / suː / høl / nam / øl / høl / nɨm / ɨzɣar / ɨɣal / ɨzɣar / øzɣar / ɨzɣar / ɨzɣar / ɨzɣar / ʉzɣar / ʉzɣar / ɨɣal / ɨɣal / ɨzɣar / ʉzɣar / ʉzɣar / hʉl / hʉl / høl / høl / hʉł / hʉł / hʉł / hʉł / nam / hʉl / ;tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / tar / thar / tar / naˑm / tar / tar / tar / tar / tar / tar / tar / tar / tar / tan / tan / tan / tan /  / 
dry;qurhaq / qurhaq / qʊrɣaq / qurgaq / qurɣaq / qʊrɣaq /  / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / ɣurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / kuruk / quruq / kuruk / kuruk / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qurɣaq / qʊrʊq / qurɣaq / qurɣaq / quruq / quruq / quruq / quruq / qʊrʊq / qʊrʊq / qʊrʊq / qʊrʊq / quruq / quruq / ;xʉʃk / xuʃk / xyʃk / xyʃk / xuʃk / qɔq / qɔq / qɔq / qɔq / qɔq / qɔq / qɔq / qɔq / qɔq / qɔq / qɔq / qɔq / xuʃk / xuʃk / qɔq / qɔq / qɔq / xuʃk / xuʃk / xʊʃk / xəʃk / xəʃk / xʉʃk / xʊʃk / xʉʃk / xʉʃk / xʉʃk / xuʃk / xuʃk / qɔq / qɔq / qɔq / qɔq /  / 
correct;dərəs / tuɣrə / tuɣrə / dərəs / tuɣrə / dərəs /  / tʉrʉs / dʉrʉs / dʉrʉs / dørøs / tuːra / tys / tuːra / tuːra / tuːra / tuːra / tys / tuːra / tuːra / tuːra / tuːra / tuːrə / tuːra / tuːra / drs / drs / tuːrə / tuːrə / tørøs / tørøs / turɨ / dʊrʊs / tuːrə / drs / drs / tuːrə / dørøs / tuːrɐ / tʉɣrɪ / tʊɣrɪ / tuɣrɨ / tuɣrə / tɔɣrə / tɔɣrə / tɔɣrə / tɔɣrɪ / tʉɣri / tʉɣrə / ;rɔst / rɔst / tøɣri / tuɣri / rɔst / tʊɣri / tuɣri / tuɣri / tuɣri / tuɣri / durust / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / tʉɣri / tuɣri / rɔst / tʊɣri / tʊɣri / tuɣrə / tuɣrə / tuɣrə / tɔɣrɪ / tʊɣri / tʊɣri / tʊɣri / tʊɣri / dyryst / rɔst / tʉɣri / tʉɣri / tuɣri / razg / razg / razg /  / 
near;ʒaqən / ʒɨltraq / ʒaχɪn / ʒaxən / ʒaqən / ʒaqən / ʒaqən / ʒaχən / ʒaχən / ʒaχən / ʒaqən / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʒaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʤaqɨn / ʒaχən / ʒaχən / ʒaχən / ʤaqən / ʒaqən / ʒaqən / ʒaqən / ʒaχən / ʒaχən / ʒ˳aχən / ʒaχən / ʤaqən / ʤaqən / ʤaqən / jaqin / jɒqɪn / jɒqən / jaqən / jaqən / jaqən / jaqən / jaqɪn / jaqin / jaqɪn / ;nazdik / nazdik / nazdik / nazdik / nazdik / qarib̥ / qarib̥ /  / qarib̥ / qarib̥ / qarib̥ / qarib̥ / qarib̥ / qarib̥ / nazdik / qarib̥ / qarip / nazik / nazik / nazdik / nazdik / qarib̥ / nazdik / nazdik / nazdik / nazdɪk / nazdɪk / nazdɪk / nazdɪk / nazdɪk / nazdɪk / nazdɪk / nazik / nazik / nazdik / nazdik / nazdik / nazdik /  / 
far;ʊzɒq / ʉzaq / uzaq / uzaq / uzaq / ʊzaq / ʊzaq / ɒlɨs / ɒlɨs / ɒlɨs / ɒlɨs / alɨs / alɨs / alɨs / alɨs / ɒlɨs / ɒlɨs / alɨs / alɨs / alɨs / uzɒq / ɒlɨs / ɒlɨs / ɒlɨs / alɨs / ɒlɜs / ʉzaq / ʉzaq / uzaq / uzaq / ɒlɨs / uzaq / ɒlɜs / uzaq / ɒlɨs / ʉzaq / uzaq / ʊzaq / alɜs / uzɔq / uzɒq / uzɒq / uzaq / uzɔq / uzɒq / uzɔq / uzɒq / uzɔq / uzɔq / ;dur / dyr / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dur / dr̩ / dʊr / dr̩ / dʊr / dʊr / dr̩ / dr̩ / dur / dur / dʉr / dur / dʊr / dur /  / 
right;wɔŋ / wɔŋ / wɔŋ / wɔ̃ŋ / wɔ̃ŋ / wɔ̃ŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / ɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / wɔŋ / ʉŋa / ɔŋ / wɔŋ / wɔŋ / wʊŋ / wʊŋ / wʊŋ / ʊŋ / uŋ / ʉŋ / ;rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / rɔst / raska / raska / raska / raska /  / 
left;sɔł / sɔł / sɔl / sʊł / sɔł / sɔł / sɔł / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / sɔl / ʧap / ʧap / sɔl / sɔl / ʃɪp / ʃɪp / ʃɪp / sɔl / ʃɪp / ʃɪp / sɔl / ʃɪp / ʃɪp / ʃɪp / sɔl / sɔl / sɔl / ʧɪp / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ;ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧab̥ / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧap / ʧappa / ʧappa / ʧaˑpa / ʧappa /  / 
name;jisəm / at / atɜ / at / atɜ / atə / atə / at / at / at / at / at / at / at / at / ɒt / at / at / at / at / ɒt / ɒt / ɒt / atɨ / at / at / ism / at / at / at / atɨ / at / ism / at / at / at / at / at / at / ism / ism / nɔm / isəm / ism̩ / wɔt / ism̩ / wɔt / ism / isəm / ;nɔm / nɔm / nɔm / nɔm / nɔm / nom / nɔm / nʊm / nɔm / num / nɔm / nɔm / nɔm / nɔm / nɔm / nʊm / num / nɔ̃m / nɔm / nɔm / nɔm / num / nɔm / nɔm / nɔm / nɔm / nɔm / nɔm / nɔm / nɔm / nɔm / nɔm / nɔm / nɔm / num / nɔm / num / num /  / 
I;mʲen / mʲen / mʲen / mʲɛn / mʲen / mʲen / mʲen / mʲɪn / mʲen / mʲen / mʲen / mʲɛn / mʲɛn / mʲɛn / mʲɛn / mʲɛn / mʲɛn / mʲen / mʲen / mʲɛn / mʲen / mʲen / mʲen / mʲen / mʲɛn / mʲen / mʲen / mʲen / mʲɛn / mʲen / mʲen / mʲen / mʲen / mʲen / mʲen / mʲen / mʲen / mʲen / mʲen / mʲɛn / mʲɛn / mʲen / mʲen / mʲɛn / mʲen / mʲen / mʲen / mʲen / mʲɛn / ;man / man / man / man / man / man / man / man / man / mɛn / man / mn̩ / man / man / man / man / mn̩ / mʲɛn / man / man / man / mən / man / man / man / man / man / man / man / man / man / man / man / man / man / man / man / man / man / 
you;sʲɛn / sʲen / sʲen / sʲɛn / sʲen / sʲen /  / sʲɪn / sʲen / sʲen / sʲen / sʲɛn / sʲɛn / sʲɛn / sʲɛn / sʲɛn / sʲɛn / sʲen / sʲen / sʲɛn / sʲen / sʲen / sʲen / sʲen / sʲɛn / sʲen / sʲen / sʲen / sʲɛn / sʲen / sʲen / sʲen / sʲen / sʲen / sʲen / sʲen / sʲen / sʲen / sʲen / sen / sʲɛn / sʲen / sʲen / sʲɛn / sʲen / sʲen / sʲen / sʲen /  / ;tu / tu / tu / tu / tu / tɨ / tu /  / tø / tø / tu / tʊ /  /  / tʊ / tʊ / tə / tu / tu / tu /  / tə / tʊ / tʊ / ty / tø / tø / tø / tø / tø / tø / tø /  / tu / tʊ / tø / tu / tu / tʊ / 
he;wɔł / u / wo / wɔl / wɔl / wɔł / wɔł / wɔl / wɔl / wɔl / wɔl / al / al / al / al / al / al / al / al / al / ʊ / ʊ / ʊ / ɒl / al / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / wɔl / u / ʊ / ʊ / ʊ / u / u / ʊ / ʊ / u / u / ;ɔn / vaj / vaj /  / vaj / vaj / vaj / vajɔ / vaj / vaj / vaj / vaj / vaj / vaj / vaj / ʊ / ʊ / in / vaj / ɔn /  / ʊ / vaj / vaj / vaj / vaj / vaj / vaj / vaj / vaj / vaj / ɔn / vaj / vaj / vaj / ax / ax / ax / ax / 
we;bizdʲɛr / bɪz̥ / bɨzdʲer / bizdʲer / bɨz̥ / bɪz̥ / bɨrdʲe / bɪzlʲer / bɪz̥ / bɪz̥ / bɪz̥ / biz̥ / biz̥ / biz̥ / biz̥ / biz̥ / biz̥ / biz̥ / biz̥ / biz̥ / bɪz̥ / bɪz̥ / bɪz̥ / bɪz̥ / biz̥ / bɪzlʲɛr / bɪzlʲɛr / bɪz̥ / bɪz̥ / bɪzlʲɛr / bɪzlʲɛr / bɪzlʲer / bɪzlʲer / bɪzlʲer / bɪzlʲɛr / bɪzlʲɛr / bɪz̥ / bɪzlʲer / bɪzlʲer / bizlar / bɪz̥ / bɨz̥ / bɨz̥ / bɪz̥ / bɪs / bɪzlar / bez / bizlar / bɨz̥ / ;mɔ / mɔhɔn / mɔ / mɔhɔn / mɔhɔ̃n /  / mɔ / mɔ / mɔ / mɔ / mɔ / mɔ / mɔjɔn / mɔ / mɔˑ / mɔ / mɔ / mɔhɔ / mɔhɔ / mɔ /  / mɔ / mo / mɔ / mɔhɔ / mɔjɔn / mɔ / mɔjɔn / mɔː / mɔhɔ / mɔˑ / mɔ / mɔhɔ / mɔː / mɔː / mɔx / mox / mɔx / mɔx / 
you;sizdʲɛr / sɪz̥ / sɨzdʲer / sizdʲer / sɨz̥ / sɪz̥ /  / sɪzdʲer / sɪz̥ / sɪz̥ / sɪz̥ / siz̥ / siz̥ / siz̥ / siz̥ / siz̥ / siz̥ / siz̥ / siz̥ / siz̥ / sɪz̥ / sɪz̥ / sɪz̥ / sɪz̥ / siz̥ / sɪz̥ / sɪzlʲɛr / sɪz̥ / sɪz̥ / sɪzlʲɛr / sɪzlʲɛr / sɪzlʲer / sɪzlʲer / sɪzlʲer / sɪzlʲɛr / sɪzlʲɛr / sɪz̥ / sɪzlʲer / sɪzlʲer̯ / sɨz / sɪz̥ / sɨz̥ / sɨz̥ / sɪz̥ / sɪzlar / sɪzlar / sɪz̥ / sizlar /  / ; / ʃumɔjɔn / ʃumɔ /  / ʃumɔhɔn / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃumɔ / ʃmɔ / ʃumɔː / ʃumɔhɔ / ʃmɔ / ʃumɔ / ʃʊmɔ /  / ʃumɔ / ʃumɔ / ʃumɔ / ʃymɔ / ʃymɔjɔn / ʃumɔː / ʃumɔː / ʃʊmɔjɔn / ʃymɔ / ʃumɔ / ʃumɔ / ʃʊmɔː /  / ʃumɔx / ʃʊmɔx / ʃʊmɔx / 
